id_paradero,id_parada,id_ruta,nro_parada,nombre_ruta,codigo_ruta,tipo_ruta,empresa,longitud,latitud,recorrido,sistema_ruta,tipo_parada
52588,90098014,90098,14,TORRES,260T,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.57797867,6.27579455,ORIGEN-DESTINO,2A,REGLAMENTARIA
51532,90003015,90003,15,CIRCULAR ANTIHORARIO 302,302,CIRCULAR,AUTOBUSES POBLADO LAURELES,-75.59943687,6.22012318,ORIGEN-DESTINO,CIRCULAR IZQUIERDA 302,REGLAMENTARIA
52335,90075048,90075,48,KENNEDY,252,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58258531,6.2939057,DESTINO-ORIGEN,2A,REGLAMENTARIA
53497,90010041,90010,41,COMERCIAL HOTELERA IZQUIERDA,305,CIRCULAR,INVETRANS,-75.56457862,6.18185338,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
53687,90014054,90014,54,RUTA DE LA SALUD IZQUIERDA DIRECTA,309D,CIRCULAR,COINVETRANS,-75.56178556,6.25451609,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
53215,90015035,90015,35,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.56905045,6.25008793,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
50444,90085040,90085,40,METROCABLE LA AURORA,255ID,INTEGRADA,RÁPIDO SAN CRISTÓBAL,-75.63074435,6.2797657,DESTINO-ORIGEN,2A,REGLAMENTARIA
51513,90093032,90093,32,LAS FLORES-MORAVIA-CENTRO,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59978095,6.27975844,ORIGEN-DESTINO,2A,REGLAMENTARIA
52062,90078010,90078,10,ROBLEDO AURES INTEGRADA,253IA,INTEGRADA,PALENQUE ROBLEDAL,-75.58778064,6.28025846,ORIGEN-DESTINO,2A,REGLAMENTARIA
53055,90002001,90002,1,CIRCULAR 286,286,CIRCULAR,COMBUSES,-75.57120003,6.28042232,ORIGEN-DESTINO,CIRCULAR 286,REGLAMENTARIA
51765,90070013,90070,13,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59465511,6.2783064,ORIGEN-DESTINO,2A,REGLAMENTARIA
52631,90095031,90095,31,CÓRDOBA,260C,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.57716129,6.27054522,DESTINO-ORIGEN,2A,REGLAMENTARIA
51502,90011051,90011,51,RUTA DE LA SALUD DERECHA,308,CIRCULAR,COINVETRANS,-75.59989196,6.26561312,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52518,90107007,90107,7,ALFONSO LÓPEZ CALLE 94,261,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57919215,6.29663225,ORIGEN-DESTINO,2B,REGLAMENTARIA
50194,90087001,90087,1,VEREDA EL LLANO - PARQUE SAN CRISTÓBAL,255V1,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,-75.64619223,6.29385508,ORIGEN-DESTINO,2A,REGLAMENTARIA
52906,90083038,90083,38,SAN CRISTÓBAL - DOÑA MARÍA,255,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.57310038,6.25047001,ORIGEN-DESTINO,2A,REGLAMENTARIA
53078,90081047,90081,47,NUEVO OCCIDENTE-LAS FLORES,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.570783,6.25094139,ORIGEN-DESTINO,2A,REGLAMENTARIA
51414,90061031,90061,31,BLANQUIZAL CALAZANÍA,246C,DIRECTA CENTRO,COOTRANSBLAN,-75.60155074,6.27022335,DESTINO-ORIGEN,2A,REGLAMENTARIA
51852,90092030,90092,30,NUEVO OCCIDENTE EL TIROL,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59228134,6.27402969,ORIGEN-DESTINO,2A,REGLAMENTARIA
51056,90007055,90007,55,DIRECTA CIRCULAR,310,CIRCULAR,COONATRA,-75.60858263,6.27245057,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
51660,90008011,90008,11,DIRECTA CIRCULAR,311,CIRCULAR,COONATRA,-75.59701202,6.26828774,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
52005,90001038,90001,38,CIRCULAR HORARIO 303,303,CIRCULAR,COONATRA,-75.58917218,6.20746663,DESTINO-ORIGEN,CIRCULAR DERECHA 303,REGLAMENTARIA
52877,90016041,90016,41,CIRCULAR 316,316,CIRCULAR,SANTRA,-75.57344884,6.25059937,ORIGEN-DESTINO,CIRCULAR 315 Y 316,REGLAMENTARIA
51701,90088055,90088,55,VEREDA EL LLANO - CENTRO,255V1D,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59636522,6.26436363,DESTINO-ORIGEN,2A,REGLAMENTARIA
50937,90006071,90006,71,CIRCULAR,301,CIRCULAR,COONATRA,-75.61233066,6.23275412,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
51264,90073043,90073,43,PAJARITO,250AP,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.60389297,6.2785029,DESTINO-ORIGEN,2A,REGLAMENTARIA
52115,90097005,90097,5,BRISAS,260BR,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58679453,6.28636542,ORIGEN-DESTINO,2A,REGLAMENTARIA
53429,90013051,90013,51,RUTA DE LA SALUD IZQUIERDA,309,CIRCULAR,COINVETRANS,-75.56554616,6.24590059,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
51874,90074035,90074,35,MARGARITAS,251,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59198213,6.27821351,DESTINO-ORIGEN,2A,REGLAMENTARIA
51191,90015067,90015,67,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.60549355,6.23444265,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
50365,90085045,90085,45,METROCABLE LA AURORA,255ID,INTEGRADA,RÁPIDO SAN CRISTÓBAL,-75.63590834,6.27772956,DESTINO-ORIGEN,2A,REGLAMENTARIA
50928,90081088,90081,88,NUEVO OCCIDENTE-LAS FLORES,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.61270127,6.28770244,DESTINO-ORIGEN,2A,REGLAMENTARIA
50815,90093078,90093,78,LAS FLORES-MORAVIA-CENTRO,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.61586302,6.2777954,DESTINO-ORIGEN,2A,REGLAMENTARIA
52172,90077039,90077,39,AURES IZQUIERDA,253I,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58531498,6.28245356,DESTINO-ORIGEN,2A,REGLAMENTARIA
51538,90069003,90069,3,ROBLEDAL INTEGRADA,250IR,INTEGRADA,PALENQUE ROBLEDAL,-75.5993895,6.28744491,ORIGEN-DESTINO,2A,REGLAMENTARIA
51722,90010004,90010,4,COMERCIAL HOTELERA IZQUIERDA,305,CIRCULAR,INVETRANS,-75.59586028,6.26478162,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
51733,90082032,90082,32,SAN CRISTÓBAL -CONEXIÓN VIAL,255D,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59547166,6.27330907,DESTINO-ORIGEN,2A,REGLAMENTARIA
52086,90080014,90080,14,PICACHO,254,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.58740912,6.28013845,ORIGEN-DESTINO,2A,REGLAMENTARIA
51772,90061010,90061,10,BLANQUIZAL CALAZANÍA,246C,DIRECTA CENTRO,COOTRANSBLAN,-75.5943875,6.2691079,ORIGEN-DESTINO,2A,REGLAMENTARIA
50090,90091011,90091,11,IZQUIERDA VEREDA BOQUERÓN - PARQUE SAN CRISTÓBAL,255V3,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,-75.65558851,6.30824359,DESTINO-ORIGEN,2A,REGLAMENTARIA
52342,90007016,90007,16,DIRECTA CIRCULAR,310,CIRCULAR,COONATRA,-75.58247023,6.25659159,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
51935,90099055,90099,55,ÉXITO,267,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59102117,6.29062591,DESTINO-ORIGEN,2A,REGLAMENTARIA
52853,90002004,90002,4,CIRCULAR 286,286,CIRCULAR,COMBUSES,-75.57386261,6.27113722,ORIGEN-DESTINO,CIRCULAR 286,REGLAMENTARIA
51379,90016010,90016,10,CIRCULAR 316,316,CIRCULAR,SANTRA,-75.60205612,6.23346709,ORIGEN-DESTINO,CIRCULAR 315 Y 316,REGLAMENTARIA
50312,90087013,90087,13,VEREDA EL LLANO - PARQUE SAN CRISTÓBAL,255V1,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,-75.63923843,6.28199638,DESTINO-ORIGEN,2A,REGLAMENTARIA
50871,90005004,90005,4,CIRCULAR,300,CIRCULAR,COONATRA,-75.61381658,6.23382152,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
53308,90073027,90073,27,PAJARITO,250AP,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.56737938,6.2518363,DESTINO-ORIGEN,2A,REGLAMENTARIA
53733,90012022,90012,22,RUTA DE LA SALUD DERECHA DIRECTA,308D,CIRCULAR,COINVETRANS,-75.56094352,6.25109302,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
51555,90003001,90003,1,CIRCULAR ANTIHORARIO 302,302,CIRCULAR,AUTOBUSES POBLADO LAURELES,-75.59900134,6.25143374,ORIGEN-DESTINO,CIRCULAR IZQUIERDA 302,REGLAMENTARIA
53572,90013060,90013,60,RUTA DE LA SALUD IZQUIERDA,309,CIRCULAR,COINVETRANS,-75.56357657,6.26587498,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
50411,90083075,90083,75,SAN CRISTÓBAL - DOÑA MARÍA,255,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.6330182,6.27955853,DESTINO-ORIGEN,2A,REGLAMENTARIA
51031,90063022,90063,22,BLANQUIZAL INTEGRADA,246I,INTEGRADA,COOTRANSBLAN,-75.60922855,6.27267034,DESTINO-ORIGEN,2A,REGLAMENTARIA
52234,90093056,90093,56,LAS FLORES-MORAVIA-CENTRO,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.58403425,6.25765811,DESTINO-ORIGEN,2A,REGLAMENTARIA
52899,90077025,90077,25,AURES IZQUIERDA,253I,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.57317314,6.25223054,DESTINO-ORIGEN,2A,REGLAMENTARIA
51174,90057035,90057,35,BLANQUIZAL,246,DIRECTA CENTRO,COOTRANSBLAN,-75.60582366,6.2721589,DESTINO-ORIGEN,2A,REGLAMENTARIA
53510,90010058,90010,58,COMERCIAL HOTELERA IZQUIERDA,305,CIRCULAR,INVETRANS,-75.56446045,6.2490948,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52618,90105021,90105,21,PILARICA INTEGRADA,254I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57735493,6.2703194,DESTINO-ORIGEN,2B,REGLAMENTARIA
52084,90094002,90094,2,CLÍNICA,260CL,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58743049,6.29233649,ORIGEN-DESTINO,2A,REGLAMENTARIA
52924,90080027,90080,27,PICACHO,254,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5729009,6.25614378,ORIGEN-DESTINO,2A,REGLAMENTARIA
50188,90090007,90090,7,DERECHA VEREDA BOQUERÓN - PARQUE SAN CRISTÓBAL,255V3,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,-75.64677253,6.28938687,ORIGEN-DESTINO,2A,REGLAMENTARIA
51720,90006028,90006,28,CIRCULAR,301,CIRCULAR,COONATRA,-75.59588105,6.26647197,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
50758,90074042,90074,42,MARGARITAS,251,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.61807517,6.27560581,DESTINO-ORIGEN,2A,REGLAMENTARIA
51893,90068027,90068,27,VILLA FLORA INTEGRADA,250IVF,INTEGRADA,PALENQUE ROBLEDAL,-75.59163575,6.28328455,DESTINO-ORIGEN,2A,REGLAMENTARIA
51813,90014019,90014,19,RUTA DE LA SALUD IZQUIERDA DIRECTA,309D,CIRCULAR,COINVETRANS,-75.59334557,6.27304215,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
53195,90002017,90002,17,CIRCULAR 286,286,CIRCULAR,COMBUSES,-75.56940898,6.25257934,DESTINO-ORIGEN,CIRCULAR 286,REGLAMENTARIA
53601,90005031,90005,31,CIRCULAR,300,CIRCULAR,COONATRA,-75.56318794,6.25544448,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
51406,90072036,90072,36,MORAVIA,250M,INTEGRADA,PALENQUE ROBLEDAL,-75.60172825,6.28398294,DESTINO-ORIGEN,2A,REGLAMENTARIA
53235,90097024,90097,24,BRISAS,260BR,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.56857722,6.26475603,DESTINO-ORIGEN,2A,REGLAMENTARIA
53678,90012021,90012,21,RUTA DE LA SALUD DERECHA DIRECTA,308D,CIRCULAR,COINVETRANS,-75.56187283,6.25297841,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52738,90003046,90003,46,CIRCULAR ANTIHORARIO 302,302,CIRCULAR,AUTOBUSES POBLADO LAURELES,-75.57535127,6.24941282,DESTINO-ORIGEN,CIRCULAR IZQUIERDA 302,REGLAMENTARIA
52458,90104043,90104,43,ALFONSO LÓPEZ - VIEJO TERMINAL,261A,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.58029292,6.2932303,DESTINO-ORIGEN,2B,REGLAMENTARIA
52380,90014066,90014,66,RUTA DE LA SALUD IZQUIERDA DIRECTA,309D,CIRCULAR,COINVETRANS,-75.58199821,6.28489149,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
51036,90083013,90083,13,SAN CRISTÓBAL - DOÑA MARÍA,255,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.60909312,6.27928078,ORIGEN-DESTINO,2A,REGLAMENTARIA
50930,90081002,90081,2,NUEVO OCCIDENTE-LAS FLORES,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.61267126,6.28763691,ORIGEN-DESTINO,2A,REGLAMENTARIA
50902,90064002,90064,2,BLANQUIZAL INTEGRADA,246II,INTEGRADA,COOTRANSBLAN,-75.61324885,6.27102444,ORIGEN-DESTINO,2A,REGLAMENTARIA
51751,90093062,90093,62,LAS FLORES-MORAVIA-CENTRO,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59510775,6.26997285,DESTINO-ORIGEN,2A,REGLAMENTARIA
51823,90077044,90077,44,AURES IZQUIERDA,253I,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59317904,6.28665589,DESTINO-ORIGEN,2A,REGLAMENTARIA
50926,90057038,90057,38,BLANQUIZAL,246,DIRECTA CENTRO,COOTRANSBLAN,-75.612767,6.27316789,DESTINO-ORIGEN,2A,REGLAMENTARIA
52060,90010022,90010,22,COMERCIAL HOTELERA IZQUIERDA,305,CIRCULAR,INVETRANS,-75.58784698,6.21738686,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52508,90094030,90094,30,CLÍNICA,260CL,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.57949079,6.27375418,DESTINO-ORIGEN,2A,REGLAMENTARIA
53291,90080030,90080,30,PICACHO,254,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5676132,6.25354728,ORIGEN-DESTINO,2A,REGLAMENTARIA
50399,90090011,90090,11,DERECHA VEREDA BOQUERÓN - PARQUE SAN CRISTÓBAL,255V3,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,-75.63380901,6.27853552,DESTINO-ORIGEN,2A,REGLAMENTARIA
53498,90007034,90007,34,DIRECTA CIRCULAR,310,CIRCULAR,COONATRA,-75.56454714,6.24978446,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
50785,90074003,90074,3,MARGARITAS,251,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.61684251,6.2774595,ORIGEN-DESTINO,2A,REGLAMENTARIA
52422,90099036,90099,36,ÉXITO,267,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58107363,6.25572865,DESTINO-ORIGEN,2A,REGLAMENTARIA
52057,90069014,90069,14,ROBLEDAL INTEGRADA,250IR,INTEGRADA,PALENQUE ROBLEDAL,-75.58793453,6.25355498,ORIGEN-DESTINO,2A,REGLAMENTARIA
51542,90001003,90001,3,CIRCULAR HORARIO 303,303,CIRCULAR,COONATRA,-75.59940446,6.24993013,ORIGEN-DESTINO,CIRCULAR DERECHA 303,REGLAMENTARIA
51411,90016075,90016,75,CIRCULAR 316,316,CIRCULAR,SANTRA,-75.60165151,6.23203372,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
50263,90086015,90086,15,PALMITAS-CENTRO,255P,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.64233842,6.27658644,ORIGEN-DESTINO,2A,REGLAMENTARIA
52012,90072027,90072,27,MORAVIA,250M,INTEGRADA,PALENQUE ROBLEDAL,-75.58886906,6.27312341,DESTINO-ORIGEN,2A,REGLAMENTARIA
52584,90096022,90096,22,SEMINARIO INTEGRADA,260I,INTEGRADA,PALENQUE ROBLEDAL,-75.57803834,6.27691767,DESTINO-ORIGEN,2A,REGLAMENTARIA
52142,90011062,90011,62,RUTA DE LA SALUD DERECHA,308,CIRCULAR,COINVETRANS,-75.58602407,6.28155279,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52715,90107001,90107,1,ALFONSO LÓPEZ CALLE 94,261,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57566815,6.3074066,ORIGEN-DESTINO,2B,REGLAMENTARIA
51438,90013024,90013,24,RUTA DE LA SALUD IZQUIERDA,309,CIRCULAR,COINVETRANS,-75.60107991,6.26695537,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
50780,90083067,90083,67,SAN CRISTÓBAL - DOÑA MARÍA,255,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.61694663,6.27765925,DESTINO-ORIGEN,2A,REGLAMENTARIA
52129,90008042,90008,42,DIRECTA CIRCULAR,311,CIRCULAR,COONATRA,-75.58646395,6.25882794,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
51734,90076004,90076,4,AURES DERECHA,253D,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59540319,6.28798115,ORIGEN-DESTINO,2A,REGLAMENTARIA
51093,90005063,90005,63,CIRCULAR,300,CIRCULAR,COONATRA,-75.60779047,6.23179626,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
52774,90105023,90105,23,PILARICA INTEGRADA,254I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57498895,6.26555138,DESTINO-ORIGEN,2B,REGLAMENTARIA
51377,90001050,90001,50,CIRCULAR HORARIO 303,303,CIRCULAR,COONATRA,-75.60209143,6.23443147,DESTINO-ORIGEN,CIRCULAR DERECHA 303,REGLAMENTARIA
51704,90016030,90016,30,CIRCULAR 316,316,CIRCULAR,SANTRA,-75.59619067,6.25484606,ORIGEN-DESTINO,CIRCULAR 315 Y 316,REGLAMENTARIA
51952,90079011,90079,11,ROBLEDO AURES INTEGRADA RAMAL,253IAR,INTEGRADA,PALENQUE ROBLEDAL,-75.59066808,6.27489145,ORIGEN-DESTINO,2A,REGLAMENTARIA
50602,90088014,90088,14,VEREDA EL LLANO - CENTRO,255V1D,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.62459111,6.27940416,ORIGEN-DESTINO,2A,REGLAMENTARIA
52837,90006040,90006,40,CIRCULAR,301,CIRCULAR,COONATRA,-75.57419794,6.25180509,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
53150,90074022,90074,22,MARGARITAS,251,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.56996,6.24386542,ORIGEN-DESTINO,2A,REGLAMENTARIA
51297,90015065,90015,65,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.60314344,6.23799556,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
50701,90085010,90085,10,METROCABLE LA AURORA,255ID,INTEGRADA,RÁPIDO SAN CRISTÓBAL,-75.62034069,6.2792444,ORIGEN-DESTINO,2A,REGLAMENTARIA
51028,90059003,90059,3,BLANQUIZAL CALAZANÍA DIRECTA,246D,DIRECTA CENTRO,COOTRANSBLAN,-75.60927807,6.272605,ORIGEN-DESTINO,2A,REGLAMENTARIA
51615,90070014,90070,14,ROBLEDO VILLA FLORA,250VF,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.59783466,6.27782956,ORIGEN-DESTINO,2A,REGLAMENTARIA
52095,90095040,90095,40,CÓRDOBA,260C,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58728518,6.28691894,DESTINO-ORIGEN,2A,REGLAMENTARIA
51872,90010007,90010,7,COMERCIAL HOTELERA IZQUIERDA,305,CIRCULAR,INVETRANS,-75.5919362,6.25702797,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52914,90107031,90107,31,ALFONSO LÓPEZ CALLE 94,261,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57301664,6.27723916,DESTINO-ORIGEN,2B,REGLAMENTARIA
51752,90083047,90083,47,SAN CRISTÓBAL - DOÑA MARÍA,255,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59507149,6.26296324,DESTINO-ORIGEN,2A,REGLAMENTARIA
51825,90080041,90080,41,PICACHO,254,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.59303614,6.27311585,DESTINO-ORIGEN,2A,REGLAMENTARIA
51818,90092026,90092,26,NUEVO OCCIDENTE EL TIROL,255A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.59326521,6.27826859,ORIGEN-DESTINO,2A,REGLAMENTARIA
52325,90016060,90016,60,CIRCULAR 316,316,CIRCULAR,SANTRA,-75.58278089,6.23957461,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
50402,90087010,90087,10,VEREDA EL LLANO - PARQUE SAN CRISTÓBAL,255V1,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,-75.63368356,6.27890527,DESTINO-ORIGEN,2A,REGLAMENTARIA
52346,90005041,90005,41,CIRCULAR,300,CIRCULAR,COONATRA,-75.58231743,6.25683418,DESTINO-ORIGEN,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
52713,90072014,90072,14,MORAVIA,250M,INTEGRADA,PALENQUE ROBLEDAL,-75.57568117,6.27684491,ORIGEN-DESTINO,2A,REGLAMENTARIA
52384,90012002,90012,2,RUTA DE LA SALUD DERECHA DIRECTA,308D,CIRCULAR,COINVETRANS,-75.58191769,6.28470333,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
55337,90183035,90183,35,ÁVILA-IGLESIA CATALUÑA,102,DIRECTA CENTRO,COOTRANSCATALUÑA,-75.55484961,6.23729966,DESTINO-ORIGEN,6A,REGLAMENTARIA
53173,90001019,90001,19,CIRCULAR HORARIO 303,303,CIRCULAR,COONATRA,-75.5696436,6.24149225,ORIGEN-DESTINO,CIRCULAR DERECHA 303,REGLAMENTARIA
51838,90078037,90078,37,ROBLEDO AURES INTEGRADA,253IA,INTEGRADA,PALENQUE ROBLEDAL,-75.59278793,6.2840784,DESTINO-ORIGEN,2A,REGLAMENTARIA
50348,90088084,90088,84,VEREDA EL LLANO - CENTRO,255V1D,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,-75.63693616,6.28118331,DESTINO-ORIGEN,2A,REGLAMENTARIA
51383,90006012,90006,12,CIRCULAR,301,CIRCULAR,COONATRA,-75.60206667,6.23233983,ORIGEN-DESTINO,"CIRCULAR COONATRA 300, 301, 310, 311",REGLAMENTARIA
53287,90074023,90074,23,MARGARITAS,251,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.56767129,6.24917019,ORIGEN-DESTINO,2A,REGLAMENTARIA
52408,90098010,90098,10,TORRES,260T,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58128522,6.28187688,ORIGEN-DESTINO,2A,REGLAMENTARIA
53126,90076023,90076,23,AURES DERECHA,253D,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.5701599,6.25417271,ORIGEN-DESTINO,2A,REGLAMENTARIA
53626,90375017,90375,17,PLAYON DE LOS COMUNEROS_BARRIAL,024 BARRIAL,DIRECTA NO CENTRO,NONE,-75.56270664,6.29083178,ORIGEN-DESTINO,6B,REGLAMENTARIA
52416,90013005,90013,5,RUTA DE LA SALUD IZQUIERDA,309,CIRCULAR,COINVETRANS,-75.58120889,6.27749361,ORIGEN-DESTINO,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
51090,90015072,90015,72,CIRCULAR 315,315,CIRCULAR,SANTRA,-75.60781844,6.23438154,DESTINO-ORIGEN,CIRCULAR 315 Y 316,REGLAMENTARIA
53029,90094024,90094,24,CLÍNICA,260CL,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.57155358,6.25647621,DESTINO-ORIGEN,2A,REGLAMENTARIA
51987,90078030,90078,30,ROBLEDO AURES INTEGRADA,253IA,INTEGRADA,PALENQUE ROBLEDAL,-75.589715,6.27657035,DESTINO-ORIGEN,2A,REGLAMENTARIA
50986,90059002,90059,2,BLANQUIZAL CALAZANÍA DIRECTA,246D,DIRECTA CENTRO,COOTRANSBLAN,-75.61054581,6.27343749,ORIGEN-DESTINO,2A,REGLAMENTARIA
51910,90003020,90003,20,CIRCULAR ANTIHORARIO 302,302,CIRCULAR,AUTOBUSES POBLADO LAURELES,-75.59140254,6.20801406,ORIGEN-DESTINO,CIRCULAR IZQUIERDA 302,REGLAMENTARIA
51638,90011047,90011,47,RUTA DE LA SALUD DERECHA,308,CIRCULAR,COINVETRANS,-75.59723294,6.2638623,DESTINO-ORIGEN,"CIRCULAR 304, 305, 308, 308D, 309, 309D",REGLAMENTARIA
52702,90107013,90107,13,ALFONSO LÓPEZ CALLE 94,261,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57584915,6.28818782,ORIGEN-DESTINO,2B,REGLAMENTARIA
